Artikelnummer;Barcode;Artikeltext1;KoliBarcode;Artikelgruppe;Steuersatz;EKPreis;VKPreis;Lagerbestand;AktionNetto;AktionVon;AktionBis;Pfand;PfandID;Pfandartikel
31000027;4,03E+12;Menüteller- Plastik 2get. Weiss 100 Stück;;Verpackung/Reinigungsmittel/Hygiene;19;4,3;5,29;174;4,39;29.06.2026;01.08.2026;;0;0
31000028;4,03E+12;Menüteller- Plastik 3get. Weiss;;Verpackung/Reinigungsmittel/Hygiene;19;4,26;5,29;166;4,39;29.06.2026;01.08.2026;;0;0
31000029;5,90E+12;Messer Mehrweg Transperant 100st;5,90E+12;Verpackung/Reinigungsmittel/Hygiene;19;0,81;1,29;643;0;21.05.2026;21.05.2026;;0;0
31000030;4,03E+12;Trinkbecher 0,2 Weiss 100er Pack;4,03E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,45;1,75;501;0;21.05.2026;21.05.2026;;0;0
31000031;4,04E+12;Holz-Gabel Gebogen 100er Pack;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,45;1,79;995;0;21.05.2026;21.05.2026;;0;0
31000032;4,04E+12;TOP Pommes-Frites-Gabel Holz 1000 St;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;2,65;3,19;210;0;21.05.2026;21.05.2026;;0;0
31000033;5,90E+12;Menü-Box 2get Weiss;5,90E+12;Verpackung/Reinigungsmittel/Hygiene;19;11,41;13,99;19;0;21.05.2026;21.05.2026;;0;0
31000036;5,90E+12;Menü-Box Ungeteilt Weiss;5,90E+12;Verpackung/Reinigungsmittel/Hygiene;19;11,41;13,99;22;0;21.05.2026;21.05.2026;;0;0
31000038;5,90E+12;Menü- Box 3 geteilt Weiss;5,90E+12;Verpackung/Reinigungsmittel/Hygiene;19;11,41;13,99;23;0;21.05.2026;21.05.2026;;0;0
31000039;4,04E+12;TOP Salatschale Braune Pappe 500ml 50er Pack;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;3,45;4,19;13;3,59;29.06.2026;01.08.2026;;0;0
31000040;4,04E+12;TOP Salatschale Braune Pappe 750ml  50er Pack;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;3,65;4,49;16;3,79;29.06.2026;01.08.2026;;0;0
31000041;4,04E+12;All Natural Salatschale-Deckel 15cm 500/750ml 50er Pack;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;2,1;2,59;36;2,19;29.06.2026;11.07.2026;;0;0
31000042;4,04E+12;TOP Salatschale Braune Pappe 1000ml 50er Pack;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;4,75;5,79;8;4,89;29.06.2026;01.08.2026;;0;0
31000044;4,04E+12;All Natural Salatschale Braun 1200ml Pappe 50er Pack;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;5,4;6,29;11;5,49;29.06.2026;11.07.2026;;0;0
31000045;4,04E+12;All Natural Salatschale- Deckel 1000/12000ml 50er Pack;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;2,95;3,59;20;3,09;29.06.2026;11.07.2026;;0;0
31000047;4,04E+11;Hähnchenbeutel 1/1 3-Lg;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;9;11,69;127;0;21.05.2026;21.05.2026;;0;0
31000048;4,04E+12;Hähnchenbeutel 1/2 3lg;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;6,13;7,49;160;0;21.05.2026;21.05.2026;;0;0
31000049;4,04E+12;Top Alufolie 30cm (14my) Extra Stark 4st 750g;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;4,36;21,49;201;0;21.05.2026;21.05.2026;;0;0
31000050;7,30E+12;Alufolie 1000g 30cm 14mx 4er Pack;7,30E+12;Verpackung/Reinigungsmittel/Hygiene;19;22,76;26,99;174;0;21.05.2026;21.05.2026;;0;0
31000051;6,27E+12; Gude Serv.Gepr.33x33cm 1/4 3,6kg;6,21E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,02;1,29;162;0;21.05.2026;21.05.2026;;0;0
31000052;4,04E+12;TOP Frischhaltefolie 30cm 4er Pack;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;9,66;11,99;87;0;21.05.2026;21.05.2026;;0;0
31000053;4,04E+12;TOP Frischhaltefolie 45cm lose 4er Pack;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;3,58;17,79;237;0;21.05.2026;21.05.2026;;0;0
31000055;9,51E+12;Döner-Kebab Beutel 16x16xm 4kg;9,51E+12;Verpackung/Reinigungsmittel/Hygiene;19;8,54;9,99;80;0;22.05.2026;22.05.2026;;0;0
31000057;4,04E+12;TOP Döner-Box Pappe 16OZ 480ml;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;4,7;5,49;49;0;22.05.2026;22.05.2026;;0;0
31000058;4,04E+12;TOP Döner-Box Pappe 26OZ 710ml 50er Pack;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;5,8;6,49;48;0;22.05.2026;22.05.2026;;0;0
31000059;;Dressing-Boxx Verp-Becher weiß, 80ml 500st;4,03E+12;Verpackung/Reinigungsmittel/Hygiene;19;10,75;12,79;75;0;22.05.2026;22.05.2026;;0;0
31000060;;Dressing-Boxx Verp-Becher weiß, 100ml 500st;4,03E+12;Verpackung/Reinigungsmittel/Hygiene;19;11;12,99;81;0;22.05.2026;22.05.2026;;0;0
31000061;4,03E+12;Salad Boxx - Verpackungsbecher 250CC 5X50 250Stück;4,03E+12;Verpackung/Reinigungsmittel/Hygiene;19;8,15;9,99;80;0;22.05.2026;22.05.2026;;0;0
31000062;4,03E+12;Saladboxx mit Deckel 5X50 250 Stück;4,03E+12;Verpackung/Reinigungsmittel/Hygiene;19;11,23;13,29;48;0;22.05.2026;22.05.2026;;0;0
31000064;4,03E+12;Micro Boxx Buttertöpfchen 30ml weiss mit Deckel (500st Karton) Art.No.: 10332;4,03E+12;Verpackung/Reinigungsmittel/Hygiene;19;16,5;19,49;40;0;22.05.2026;22.05.2026;;0;0
31000066;4,04E+12;Buttertöpfchen 30ml mit Deckel Weiss (1000st Karton);4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;18,5;21,99;200;0;22.05.2026;22.05.2026;;0;0
31000067;4,04E+12;Pizza-Karton 20x20x4 Braun NYC 100st;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;5,72;7,99;81;5,79;29.06.2026;01.08.2026;;0;0
31000068;4,04E+12;Pizza-Karton 24x24x4 Braun NYC 100st;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;7,37;9,49;84;7,49;29.06.2026;01.08.2026;;0;0
31000069;4,04E+12;Pizza-Karton 26x26x4 Braun NYC 100st;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;8,44;10,49;36;8,49;29.06.2026;01.08.2026;;0;0
31000070;4,04E+12;Pizza- Karton 28x28x4 Braun NYC 100st;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;9,31;11,49;42;9,49;29.06.2026;01.08.2026;;0;0
31000071;4,04E+12;Pizza-Karton 29x29x4 Braun NYC 100st;;Verpackung/Reinigungsmittel/Hygiene;19;9,89;11,99;42;9,89;29.06.2026;01.08.2026;;0;0
31000072;4,04E+12;Pizza-Karton 30x30x4 Braun NYC 100st;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;10,62;12,99;37;0;22.05.2026;22.05.2026;;0;0
31000073;4,04E+12;Pizza- Karton Kraft 20x20x4 100st;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;8,7;9,99;5;0;22.05.2026;22.05.2026;;0;0
31000074;4,04E+12;Pizza-Karton 24x24x4 Kraft 100st;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;10,28;12,99;56;0;22.05.2026;22.05.2026;;0;0
31000075;4,04E+12;Pizza-Karton 26x26x4 Kraft 100st;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;11,25;13,99;52;0;22.05.2026;22.05.2026;;0;0
31000076;4,04E+12;Pizza-Karton 28x28x4 Kraft NYC HAPPY PIZZA 100st;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;13,4;14,99;39;0;22.05.2026;22.05.2026;;0;0
31000077;4,04E+12;Pizza-Karton 29x29x4 Kraft 100st;;Verpackung/Reinigungsmittel/Hygiene;19;13,77;16,49;39;0;22.05.2026;22.05.2026;;0;0
31000078;4,04E+12;Pizza- Karton 30x30x4 Kraft 100st;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;14,16;12,99;33;0;22.05.2026;22.05.2026;;0;0
31000080;4,04E+12;Pizza- Karton 32x32x4 Weiss Kraft  - 100 St;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;11,9;18,99;37;0;22.05.2026;22.05.2026;;0;0
31000082;4,04E+12;Aluschale 240846/ R1;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;7,32;9,29;160;0;22.05.2026;22.05.2026;;0;0
31000083;4,04E+12;Aluschale-Deckel 240845/ R1;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,92;2,49;160;0;22.05.2026;22.05.2026;;0;0
31000085;4,04E+12;Aluschale 240651/187/ R65;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;6,41;8,29;231;0;22.05.2026;22.05.2026;;0;0
31000086;4,04E+12;Alu-Deckel 240650/187 R65;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;1,53;1,99;230;0;22.05.2026;22.05.2026;;0;0
31000087;4,02E+12;Salatschale B2/G2 1796 100ER Pack IP;;Verpackung/Reinigungsmittel/Hygiene;19;4,2;5,29;60;0;22.05.2026;22.05.2026;;0;0
31000088;4,04E+12;Salatschale B3;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;7,96;10,69;43;0;22.05.2026;22.05.2026;;0;0
31000089;4,04E+12;Salatschale- Deckel B3;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;9,33;12,19;0;0;22.05.2026;22.05.2026;;0;0
31000090;4,04E+12;Gude Serviette Geprägt 1/4 33x33  (500St);4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;4,98;5,79;88;0;22.05.2026;22.05.2026;;0;0
31000091;4,04E+12;Salatschale- Deckel B3;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;6,74;9,19;58;0;22.05.2026;22.05.2026;;0;0
31000092;4,26E+12;Pizza-Karton 24x24x4,2 Doppelkraft Pijama AK1024;;Verpackung/Reinigungsmittel/Hygiene;19;8,6;11,29;90;0;22.05.2026;22.05.2026;;0;0
31000093;4,26E+12;Pizza-Karton 26x26x4,2 Doppelkraft Pijama AK1026;;Verpackung/Reinigungsmittel/Hygiene;19;9,2;11,99;90;0;22.05.2026;22.05.2026;;0;0
31000094;4,26E+12;Pizza-Karton 28x28x4,2 Doppelkraft Pijama AK1028;;Verpackung/Reinigungsmittel/Hygiene;19;9,9;12,99;88;0;22.05.2026;22.05.2026;;0;0
31000095;4,26E+12;Pizza- karton 29x29x4,2 Doppelkraft Pijama AK1029;;Verpackung/Reinigungsmittel/Hygiene;19;10,5;13,69;88;0;22.05.2026;22.05.2026;;0;0
31000096;4,26E+12;Pizza-Karton 30x30x4,2 Doppelkraft Pijama AK10302;;Verpackung/Reinigungsmittel/Hygiene;19;11,3;14,69;90;0;22.05.2026;22.05.2026;;0;0
31000097;4,26E+12;Pizza-Karton 32x32x4,2 Doppelkraft Pijama AK1032;;Verpackung/Reinigungsmittel/Hygiene;19;12,7;16,69;43;0;22.05.2026;22.05.2026;;0;0
31000098;4,26E+12;Pizza- Karton 40x60x5 Doppelkraft Pijama AK4060;;Verpackung/Reinigungsmittel/Hygiene;19;20,5;26,99;60;0;22.05.2026;22.05.2026;;0;0
31000099;;Küchenrolle 6er AK415 Jumborolle WELPA;;Verpackung/Reinigungsmittel/Hygiene;19;8,4;10,99;64;8,49;26.06.2026;01.08.2026;;0;0
31000100;8,68E+12;Toilettenpapier 3lagig TP100 Aqua;8,68E+12;Verpackung/Reinigungsmittel/Hygiene;19;8,64;10,49;4.896,00;0;22.05.2026;22.05.2026;;0;0
31000101;;Tragetasche 25x12x45cm Extra Stark 1000er Pack AK47;;Verpackung/Reinigungsmittel/Hygiene;19;11,8;14,29;57;0;22.05.2026;22.05.2026;;0;0
31000102;;Tragetasche Extra Stark 28x14x48cm 1000er Pck;;Verpackung/Reinigungsmittel/Hygiene;19;14,5;17,49;56;0;22.05.2026;22.05.2026;;0;0
31000103;4,26E+12;Tragetasche Extra Stark 30x18x55cm 1000er Pack;;Verpackung/Reinigungsmittel/Hygiene;19;16,8;21,99;60;0;22.05.2026;22.05.2026;;0;0
31000104;;Tragetasche 30x20x60;;Verpackung/Reinigungsmittel/Hygiene;19;13,9;17,99;60;0;22.05.2026;22.05.2026;;0;0
31000105;4,26E+12;Menüteller Ungeteilt Plastik 100er Pack;4,03E+12;Verpackung/Reinigungsmittel/Hygiene;19;4,3;5,19;200;0;22.05.2026;22.05.2026;;0;0
31000106;4,26E+12;Menüteller 2get. Plastik;;Verpackung/Reinigungsmittel/Hygiene;19;3,65;4,99;200;0;22.05.2026;22.05.2026;;0;0
31000109;4,26E+12;Menüteller 3get. Plastik;;Verpackung/Reinigungsmittel/Hygiene;19;3,65;4,99;200;0;22.05.2026;22.05.2026;;0;0
31000110;4,26E+12;Suppenteller Plastik, weiß 100er Pack AK235 WELPA;4,26E+12;Verpackung/Reinigungsmittel/Hygiene;19;3,29;4,49;200;0;22.05.2026;22.05.2026;;0;0
31000111;7,30E+12;Alufolie Extra Stark 700gr 4er;4,26E+12;Verpackung/Reinigungsmittel/Hygiene;19;11,5;13,79;106;0;22.05.2026;22.05.2026;;0;0
31000112;4,26E+12;Alufolie Extra Stark 1200gr 4er Pack;4,26E+12;Verpackung/Reinigungsmittel/Hygiene;19;19,8;25,69;107;0;22.05.2026;22.05.2026;;0;0
31000113;4,26E+12;Bella Nonna Gemüsemais 340g;4,26E+12;Konserven;7;0,55;0,79;2.126,00;0;22.05.2026;22.05.2026;;0;0
31000115;4,26E+12;Bella Nonna Gemüsemais 2125gr;4,26E+12;Konserven;7;3,75;4,69;330;0;22.05.2026;22.05.2026;;0;0
31000116;4,26E+12;Bella Nonna Rapsöl 10L;;Konserven;7;12,59;12,99;-49;12,99;29.06.2026;01.08.2026;;0;0
31000119;4,04E+12;GO Serviette 33cm 8x250 1/8 2000Stk;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;19,9;22,79;68;0;22.05.2026;22.05.2026;;0;0
31000122;4,04E+12;Erfrischungstücher 70x50 6x250;4,04E+12;Verpackung/Reinigungsmittel/Hygiene;19;3,15;4,49;141;0;22.05.2026;22.05.2026;;0;0
31000124;4,03E+12;Vlies-Allzwecktuch grün 38x38 10St;;Verpackung/Reinigungsmittel/Hygiene;19;1,6;2,49;311;0;22.05.2026;22.05.2026;;0;0
31000126;4,03E+12;Vlies- Allzwecktuch Rosa;;Verpackung/Reinigungsmittel/Hygiene;19;1,6;2,49;320;0;22.05.2026;22.05.2026;;0;0
31000128;4,03E+12;Vlies- Allzwecktuch Gelb 38x38 10St;;Verpackung/Reinigungsmittel/Hygiene;19;1,6;2,49;320;0;22.05.2026;22.05.2026;;0;0
31000130;4,03E+12;Vlies- Allzwecktuch Blau;;Verpackung/Reinigungsmittel/Hygiene;19;1,6;2,49;319;0;22.05.2026;22.05.2026;;0;0
31000132;4,03E+12;Nitril Handschuh Blau Grösse M 100st;;Verpackung/Reinigungsmittel/Hygiene;19;3,87;4,49;500;0;22.05.2026;22.05.2026;;0;0
31000134;4,25E+12;Nitril Handschuh Puderfrei Blau Grösse L;;Verpackung/Reinigungsmittel/Hygiene;19;3,87;4,49;499;0;22.05.2026;22.05.2026;;0;0
31000137;4,01E+12;Servietten 2-lagig Interfold Weiss 250st;4,01E+12;Verpackung/Reinigungsmittel/Hygiene;19;54,31;61,99;48;0;24.05.2026;24.05.2026;;0;0
31000138;8,08E+12;Barilla Spaghetti Nr. 5 500g;8,08E+12;Lebensmittel;7;0,8;0,95;1.290,00;0,85;29.06.2026;01.08.2026;;0;0
31000139;8,08E+12;Barilla Penne rigate Nr. 73 500g;8,08E+12;Lebensmittel;7;0,79;0,95;1.101,00;0,85;29.06.2026;01.08.2026;;0;0
31000140;8,08E+12;Barilla Spaghetti CLASSICA Nr. 5 5kg;8,08E+12;Lebensmittel;7;7;8,99;144;0;24.05.2026;24.05.2026;;0;0
31000141;8,08E+12;Barilla  Penne Rigate Nr.73 5kg;8,08E+12;Lebensmittel;7;7;8,99;54;0;24.05.2026;24.05.2026;;0;0
31000142;8,08E+12;Barilla Tortiglioni Nr.83 5kg;8,08E+12;Lebensmittel;7;7;8,99;53;0;24.05.2026;24.05.2026;;0;0
31000143;8,72E+12;LYDA Pizza Mehl Type 00 25kg;;Lebensmittel;7;16,95;19,99;32;18;24.05.2026;01.08.2026;;0;0
31000144;8,72E+12;LYDIA Weizenmehl Type 405 1kg;;Lebensmittel;7;0,6;0,89;770;0;24.05.2026;24.05.2026;;0;0
31000145;8,72E+12;LYDA Weizenmehl Type 405 10kg;;Lebensmittel;7;6,5;9,9;72;0;24.05.2026;24.05.2026;;0;0
31000146;8,72E+12;LYDIA Oliven-Scheiben Schwarz 4250g;;Lebensmittel;7;7,8;9,99;195;0;24.05.2026;24.05.2026;;0;0
31000147;8,72E+12;LYDIA Oliven- Schwarz Ohne Kern 28-30 4250ml;;Lebensmittel;7;7,8;9,99;182;0;24.05.2026;24.05.2026;;0;0
31000148;8,72E+12;LYDIA Oliven- Grün Ohne Kern 28-30 4250ml;8,72E+12;Lebensmittel;7;7,95;9,99;189;6,79;24.05.2026;24.05.2026;;0;0
31000149;8,72E+12;LYDIA Peperoni Griechisch Mild 6kg- Eimer;;Lebensmittel;7;13,96;17,49;51;0;24.05.2026;24.05.2026;;0;0
31000150;4,01E+12;La Perla Sardellenfilets In Sonnenblumenöl;4,01E+12;Konserven;7;7,8;9,49;60;0;24.05.2026;24.05.2026;;0;0
31000151;3,08E+12;Bonduelle Mais 1775g;3,08E+12;Konserven;7;4,1;4,99;261;0;24.05.2026;24.05.2026;;0;0
31000152;8,72E+12;LYDIA Halb-Flüssig Fritieröl 10L;;Konserven;7;18,95;21,99;56;0;24.05.2026;24.05.2026;;0;0
31000153;8,72E+12;Tafelessig 5% weiss 10L;;Konserven;7;4,4;5,49;52;0;24.05.2026;24.05.2026;;0;0
31000154;4,00E+12;Hollandaise Sauce 1L Lukull;4,00E+12;Konserven;7;3,67;3,99;662;3,69;24.05.2026;01.08.2026;;0;0
31000155;2,87E+12;Royal Hollandia Gouda 48% ca. 15kg;2,87E+12;Lebensmittel;7;3,7;4,29;657,92;0;24.05.2026;24.05.2026;;0;0
31000156;8,72E+12;LYDIA Geraspelter Käse Edame 40% Halal 2kg;8,72E+12;Lebensmittel;7;9,89;11,99;40;0;24.05.2026;24.05.2026;;0;0
31000157;8,72E+12;Lydia Geriebelter Gouda Käse 48% Halal 2kg;;Lebensmittel;7;9,89;11,49;40;0;24.05.2026;24.05.2026;;0;0
31000158;8,72E+12;Lydia Gouda Scheiben Käse 48% Halal 1kg;8,72E+12;Kühlschrankware;7;5,05;5,99;42;0;24.05.2026;24.05.2026;;0;0
31000159;8,72E+12;Lydia Mozzarella 40+ Geriebelt 2kg;8,72E+12;Kühlschrankware;7;10,31;11,99;40;0;24.05.2026;24.05.2026;;0;0
31000160;;Combi Rot Weisskäse 40% 16kg;;Konserven;7;43,99;49,99;45;0;24.05.2026;24.05.2026;;0;0
31000161;7,64E+12;Lydia Mozzarella 42% 1kg Stange;7,64E+12;Kühlschrankware;7;5,96;4;35;0;24.05.2026;24.05.2026;;0;0
31000162;2,99E+12;Lydia Gorgonzola DOP ca. 1,5kg;2,99E+12;Kühlschrankware;7;8,96;10,49;86,03;0;24.05.2026;24.05.2026;;0;0
31000163;4,05E+12;Frischli Küchensahne 20% 1L;4,05E+12;Konserven;7;1,9;2,19;344;1,79;29.06.2026;01.08.2026;;0;0
31000164;8,72E+12;Lydia Kochsahne 20% Halal 1L;8,72E+12;Konserven;7;1,9;2,19;864;0;24.05.2026;24.05.2026;;0;0
31000165;8,72E+12;Truthahnsalami geschnitten Halal 500g;8,72E+12;Kühlschrankware;7;4,74;5,49;52;0;24.05.2026;24.05.2026;;0;0
31000166;8,72E+12;KILLIFEY Tiger Garnelen geschält 200/300 TK 1kg;;TK Tiefkühl;7;6,4;7,69;90;6,99;27.06.2026;01.08.2026;;0;0
31000167;8,72E+12;KILLIFEY Tiger Garnelen geschält 100/200 TK 1kg;;TK Tiefkühl;7;6,8;8,29;90;6,99;27.06.2026;01.08.2026;;0;0
31000168;8,72E+12;KILLIFEY Tiger Garnelen geschält 80/120 TK 1kg;;TK Tiefkühl;7;6,96;8,49;86;6,99;29.06.2026;01.08.2026;;0;0
31000169;8,71E+12;KILLIFEY Meeresfrüchtemischung TK 1kg;;TK Tiefkühl;7;6,4;7,69;77;6,49;27.06.2026;01.08.2026;;0;0
31000170;3,08E+12;Bonduelle Blattspinat Portioniert TK 2,5kg;;TK Tiefkühl;7;4,6;5,49;52;0;24.05.2026;24.05.2026;;0;0
31000171;8,72E+12;TK Lydia Knoblauchzehen geschält 1kg;;TK Tiefkühl;7;3;3,69;73;0;24.05.2026;24.05.2026;;0;0
31000172;;REAL American Hamburgerbrötchen Sesam 80g TK 30st;;TK Tiefkühl;7;6,8;8,59;72;0;24.05.2026;24.05.2026;;0;0
31000173;;REAL American Hamburgerbrötchen Sesam 125g 20st;;TK Tiefkühl;7;7,8;9,69;72;0;24.05.2026;24.05.2026;;0;0
31000174;8,72E+12;La Mirabella Pizzasauce Classic Glutenfrei Halal  4250ml;;Konserven;7;6;7,49;165;0;24.05.2026;24.05.2026;;0;0
31000175;8,72E+12;Real American Crispy Hotwings Halal 1kg TK;;TK Tiefkühl;7;7,32;8,79;40;7,39;29.06.2026;01.08.2026;;0;0
31000176;8,72E+12;Real American Hamburger Gewürzt 110g Halal 5kg TK;;TK Tiefkühl;7;47,32;55,99;16;0;24.05.2026;24.05.2026;;0;0
31000177;8,72E+12;Lydia Blumenkohl 35-60m 2,5kg TK;;TK Tiefkühl;7;4,2;4,99;36;0;24.05.2026;24.05.2026;;0;0
31000178;8,72E+12;Real American Chicken Buffalo gegart Halal 1kg TK;8,72E+12;TK Tiefkühl;7;5,22;6,29;38;5,29;29.06.2026;01.08.2026;;0;0
31000180;8,72E+12;Lydia Formtruthan Schinken Silberfilie 93% Halal 5kg;8,72E+12;TK Tiefkühl;7;33,64;39,99;32;0;24.05.2026;24.05.2026;;0;0
31000181;8,72E+12;Real American Hähnchenbruststreifen Gegrillt Halal  2,5kg TK;;TK Tiefkühl;7;13,64;14,19;54;13,69;29.06.2026;11.07.2026;;0;0
31000182;8,72E+12;Real American Crispy Chicken Burger 100g 2,5kg TK;;TK Tiefkühl;7;15,74;18,99;34;15,79;29.06.2026;11.07.2026;;0;0
31000183;8,01E+12;Mutti Geschälte Tomaten 2650ml;8,01E+12;Konserven;7;3,96;4,49;327;0;24.05.2026;24.05.2026;;0;0
31000184;8,72E+12;Real American Chicken Nuggets Halal 1kg Halal;;TK Tiefkühl;7;5,68;6,99;188;5,79;29.06.2026;01.08.2026;;0;0
31000185;8,72E+12;LA Mirabella Tomaten Pulpe Fine 10kg;;Konserven;7;10,96;12,99;60;0;24.05.2026;24.05.2026;;0;0
31000187;8,72E+12;Lydia Thunfischstücke in Öl 1705g;;Konserven;7;6,8;7,19;370;0;24.05.2026;24.05.2026;;0;0
31000188;8,72E+12;Goldmann Frittieröl 10L Pet;;Öle;7;15;17,99;45;0;24.05.2026;24.05.2026;;0;0
31000189;;Feinkostschale mit Deckel  PP 125CC 5X50  250 stück;8,72E+12;Verpackung/Reinigungsmittel/Hygiene;19;7,5;8,99;79;0;24.05.2026;24.05.2026;;0;0
31000190;;transportkosten;;Transportkosten;19;50;50;10;0;24.05.2026;24.05.2026;;0;0
31000191;8,72E+12;Lydia Röstzwiebeln 1kg;;Lebensmittel;7;4,53;5,29;80;0;24.05.2026;24.05.2026;;0;0
31000192;8,72E+12;LYDIA Artischockenherzen in Wasser 425ml;8,72E+12;Konserven;7;1,68;1,89;432;0;24.05.2026;24.05.2026;;0;0
31000193;8,72E+12;LYDIA Tomaten Paprikastreifen ROT 4250ml;8,72E+12;Konserven;7;5,79;6,29;222;0;24.05.2026;24.05.2026;;0;0
31000194;8,72E+12;La Mirabella Geschälte Tomaten 2500g;;Konserven;7;2,8;3,49;360;2,85;29.06.2026;11.07.2026;;0;0
31000195;8,72E+12;LYDIA Thunfischstücke in Öl 185g;;Konserven;7;1,05;1,19;474;0;24.05.2026;24.05.2026;;0;0
31000196;8,72E+12;LYDIA Ananasstücke leicht gezuckert 3000g;8,72E+12;Konserven;7;5,53;6,49;54;0;24.05.2026;02.07.2026;;0;0
31000197;8,72E+12;LYDIA Ananasstücke leicht gezuckert 850ml;;Konserven;7;1,89;2,19;82;0;24.05.2026;24.05.2026;;0;0
31000198;;LYDIA Kapern 9-11m 700g;6,11E+12;Konserven;7;2,84;3,49;54;0;24.05.2026;24.05.2026;;0;0
31000199;8,72E+13;Lydia Mais Dose 425g;;Konserven;7;0,74;0,89;324;0;24.05.2026;24.05.2026;;0;0
31000200;8,02E+11;GIMOKA Rot Ital. Kaffeebohnen 1kg;;Lebensmittel;7;10,5;12,99;35;0;24.05.2026;24.05.2026;;0;0
31000201;8,00E+12;SEGAFREDO Intermezzo espresso ital. Kaffeebohnen 1kg;;Lebensmittel;7;10,96;13,99;14;0;24.05.2026;24.05.2026;;0;0
31000202;8,00E+12;SEGAFREDO Casa Espresso ital. Kaffeebohnen 1kg;8,00E+12;Lebensmittel;7;11,96;14,99;32;0;24.05.2026;24.05.2026;;0;0
31000203;9,00E+12;SEGAFREDO Selezione Espresso ital. Kaffeebohnen 1kg;0109001810815557152802281033L01042;Lebensmittel;7;13,96;16,99;32;0;24.05.2026;24.05.2026;;0;0
31000204;8,00E+12;LAVVAZA Crema Ital. Kaffeebohnen 1kg;;Lebensmittel;7;17,96;21,99;27;0;24.05.2026;24.05.2026;;0;0
31000205;8,72E+12;D.P. Calzonebox 27x16x7cm Kraft 200st;;Verpackung/Reinigungsmittel/Hygiene;19;23,11;26,99;12;0;24.05.2026;24.05.2026;;0;0
31000206;8,72E+12;D.P. Calzonebox Deliziosa 30x16x10cm Kraft 100st;;Verpackung/Reinigungsmittel/Hygiene;19;17,36;20,99;12;0;24.05.2026;24.05.2026;;0;0
31000207;;D.P Feinkostschale und Deckel PP Tansparant 5X50 250 Stück;8,72E+12;Verpackung/Reinigungsmittel/Hygiene;19;7,7;9,19;80;0;24.05.2026;24.05.2026;;0;0
31000208;;D.P. Saucenbecher mit Deckel 50cc Transparant Pet 20x50;8,72E+12;Verpackung/Reinigungsmittel/Hygiene;19;16,95;19,99;41;0;24.05.2026;24.05.2026;;0;0
31000209;;D.P. Saucenbecher mit Deckel 80CC Transparant PET 20X50  1000Stück;8,72E+12;Verpackung/Reinigungsmittel/Hygiene;19;16,95;19,99;42;0;24.05.2026;24.05.2026;;0;0
31000210;8,72E+12;Salatschalen B2 weiss  100St;4,02E+12;Verpackung/Reinigungsmittel/Hygiene;19;3,4;3,99;119;0;24.05.2026;24.05.2026;;0;0
31000211;4,02E+12;Salatschale B3 Weiss 100 Stück;4,02E+12;Verpackung/Reinigungsmittel/Hygiene;19;4,9;5,79;87;0;24.05.2026;24.05.2026;;0;0
31000212;4,02E+12;Salatschale Deckel B3/G3 100St 1747 IP;4,02E+12;Verpackung/Reinigungsmittel/Hygiene;19;5,6;6,49;88;0;24.05.2026;24.05.2026;;0;0
