Artikelnummer;Barcode;Artikeltext1;KoliBarcode;Artikelgruppe;Steuersatz;EKPreis;VKPreis;Lagerbestand;AktionNetto;AktionVon;AktionBis;Pfand;PfandID;Pfandartikel
31001175;8,68E+12;FUNSIE  Gooz Strawberry Gummy Candy  75g;;Snacks & Süßwaren;7;0,65;0,79;60;0;06.07.2026;06.07.2026;;0;0
31001176;8,68E+12;FUNSIE  Gooz Peach Gummy Candy  75g;;Snacks & Süßwaren;7;0,65;0,79;60;0;06.07.2026;06.07.2026;;0;0
31001177;8,68E+12;FUNSIE  Gooz Watermelon Gummy Candy  75g;;Snacks & Süßwaren;7;0,65;0,79;60;0;06.07.2026;06.07.2026;;0;0
31001178;8,68E+12;FUNSIE  Gooz  Football Gummy Candy - FB  75g;;Snacks & Süßwaren;7;0,65;0,79;60;0;06.07.2026;06.07.2026;;0;0
31001179;8,68E+12;FUNSIE  Gooz  Football Gummy Candy - GS  75g;;Snacks & Süßwaren;7;0,65;0,79;60;0;06.07.2026;06.07.2026;;0;0
31001180;8,68E+12;FUNSIE  Gooz  Football Gummy Candy - TS  75g;;Snacks & Süßwaren;7;0,65;0,79;60;0;06.07.2026;06.07.2026;;0;0
31001181;8,68E+12;FUNSIE  Gooz  Football Gummy Candy - BJK  75g;;Snacks & Süßwaren;7;0,65;0,79;60;0;06.07.2026;06.07.2026;;0;0
31001182;8,68E+12;FUNZI   Sour Lick  32g;;Snacks & Süßwaren;7;0,59;0,73;24;0;06.07.2026;06.07.2026;;0;0
31001183;8,68E+12;FUNZI  Robop  40g;;Snacks & Süßwaren;7;0,59;0,73;24;0;06.07.2026;06.07.2026;;0;0
31001184;;ÖzAydo Ayran 20x250 ml;;Molkerei;7;5,49;5,49;0;0;06.07.2026;06.07.2026;;0;0
31001185;8,68E+12;FUNZI  Jumpop  23g;;Snacks & Süßwaren;7;0,59;0,73;24;0;07.07.2026;07.07.2026;;0;0
31001186;8,68E+12;FUNZI  Spinner Pop  23g;;Snacks & Süßwaren;7;0,59;0,73;24;0;07.07.2026;07.07.2026;;0;0
31001187;8,68E+12;DOREMI  Pervane Seker  25g;;Snacks & Süßwaren;7;0,89;1,11;24;0;07.07.2026;07.07.2026;;0;0
31001188;8,68E+12;FENOMEN  Pop Candy Strawberry  27g;;Snacks & Süßwaren;7;0,59;0,73;24;0;07.07.2026;07.07.2026;;0;0
31001189;8,68E+12;Harika Kanatlar Meyveli Seker  10g;;Snacks & Süßwaren;7;1,09;1,36;24;0;07.07.2026;07.07.2026;;0;0
31001190;8,68E+12;FENOMEN  Süslü Lolipop  6g;;Snacks & Süßwaren;7;0,99;1,23;24;0;07.07.2026;07.07.2026;;0;0
31001191;8,68E+12;FUNZI  Eyeball Gummy Candy  18g;;Snacks & Süßwaren;7;0,24;0,3;360;0;07.07.2026;07.07.2026;;0;0
31001192;8,68E+12;FUNZI  Lolipop Candy With Light  10g;;Snacks & Süßwaren;7;0,09;0,11;60;0;07.07.2026;07.07.2026;;0;0
31001193;8,68E+12;FUNZI  Capybara  12g;;Snacks & Süßwaren;7;0,79;0,98;24;0;07.07.2026;07.07.2026;;0;0
31001194;8,68E+12;FUNZI  Poncik Toys  15g;;Snacks & Süßwaren;7;1,39;1,73;24;0;07.07.2026;07.07.2026;;0;0
31001195;8,68E+12;FUNZI  Sweet Bear Gum Machine  30g;;Snacks & Süßwaren;7;0,99;1,23;24;0;07.07.2026;07.07.2026;;0;0
31001196;8,68E+12;FUNZI  Graffie Gum Machine  30g;;Snacks & Süßwaren;7;0,99;1,23;24;0;07.07.2026;07.07.2026;;0;0
31001197;8,69E+12;AKAS  Dips Lollipop Strawberry  12g;;Snacks & Süßwaren;7;0,1;0,12;278;0;07.07.2026;07.07.2026;;0;0
31001198;8,69E+12;AKAS  Dips Lollipop Cola  12g;;Snacks & Süßwaren;7;0,1;0,12;288;0;07.07.2026;07.07.2026;;0;0
31001199;8,68E+12;AKAS  Popping Boom Candy Strawberry  4g;;Snacks & Süßwaren;7;0,07;0,09;480;0;07.07.2026;07.07.2026;;0;0
31001200;8,68E+12;AKAS  Popping Boom Candy Cola  4g;;Snacks & Süßwaren;7;0,07;0,09;480;0;07.07.2026;07.07.2026;;0;0
31001201;86949323;AKAS  Flavoured Lollipop  16g;;Snacks & Süßwaren;7;0,09;0,11;720;0;07.07.2026;07.07.2026;;0;0
31001202;8,68E+12;TURBO  Bubble Gum  4,5g;;Snacks & Süßwaren;7;0,04;0,05;2.000,00;0;07.07.2026;07.07.2026;;0;0
31001203;8,68E+12;FUNZI  Boom Moji Eksi Sakiz  5g;;Snacks & Süßwaren;7;0,04;0,05;1.200,00;0;07.07.2026;07.07.2026;;0;0
31001204;8,68E+12;Eye Ball Soft Candy  14g;;Snacks & Süßwaren;7;0,16;0,2;59;0;07.07.2026;07.07.2026;;0;0
31001205;8,70E+12;FUNZI  Egg Toys Mix  15g;;Snacks & Süßwaren;7;0,25;0,31;143;0;07.07.2026;07.07.2026;;0;0
31001206;8,68E+12;OZIBOX  Motosiklet  15g;;Snacks & Süßwaren;7;1,19;1,49;22;0;07.07.2026;07.07.2026;;0;0
31001207;8,68E+12;OZIBOX  Horse Carriage  20g;;Snacks & Süßwaren;7;1,49;1,86;24;0;07.07.2026;07.07.2026;;0;0
31001208;8,68E+12;OZIBOX  Jackpot Bubble Gum Machine  20g;;Snacks & Süßwaren;7;0,89;1,11;22;0;07.07.2026;07.07.2026;;0;0
31001209;8,68E+12;OZIBOX  Planes  30g;;Snacks & Süßwaren;7;1,49;1,86;16;0;07.07.2026;07.07.2026;;0;0
31001210;8,68E+12;OZIBOX  Telephone  30g;;Snacks & Süßwaren;7;1,49;1,86;24;0;07.07.2026;07.07.2026;;0;0
31001211;8,68E+12;OZIBOX  Ozi Guard  2g;;Snacks & Süßwaren;7;0,95;1,19;36;0;07.07.2026;07.07.2026;;0;0
31001212;;Pizza- Karton 33x33x4,2  Doppelkraft Pijama;;Verpackung/Reinigungsmittel/Hygiene;19;15,3;19,12;90;0;07.07.2026;07.07.2026;;0;0
31001213;8,68E+12;OZIBOX  Jackpot Bubble Gum Machine  30g;;Snacks & Süßwaren;7;0,89;1,11;24;0;07.07.2026;07.07.2026;;0;0
31001214;8,68E+12;FUNZI  Lolipop Marshmallow  45g;;Snacks & Süßwaren;7;0,59;0,73;64;0;07.07.2026;07.07.2026;;0;0
31001215;8,69E+12;BIFA  Kare Cake mit Marsmallow  175g;;Snacks & Süßwaren;7;0,89;1,11;32;0;07.07.2026;07.07.2026;;0;0
31001216;8,69E+12;BIFA  Kare Cake mit Karamel  175g;;Snacks & Süßwaren;7;0,89;1,11;32;0;07.07.2026;07.07.2026;;0;0
31001217;8,69E+12;BIFA  Kare Cake mit Coconut  175g;;Snacks & Süßwaren;7;0,89;1,11;32;0;07.07.2026;07.07.2026;;0;0
31001218;8,69E+12;BIFA  Mini Keks Shocoko  180g;;Snacks & Süßwaren;7;0,89;1,07;19;0;07.07.2026;07.07.2026;;0;0
31001219;8,69E+12;BIFA  Mini Keks Tiramisu  180g;;Snacks & Süßwaren;7;0,89;1,07;20;0;07.07.2026;07.07.2026;;0;0
31001220;8,69E+12;BIFA  Mini Keks Cherry  180g;;Snacks & Süßwaren;7;0,89;1,07;20;0;07.07.2026;07.07.2026;;0;0
31001221;8,69E+12;BIFA  Mini Duo Keks  170g;;Snacks & Süßwaren;7;0,89;1,07;20;0;07.07.2026;07.07.2026;;0;0
31001222;8,69E+12;BIFA  Mini Keks Banana  180g;;Snacks & Süßwaren;7;0,89;1,07;20;0;07.07.2026;07.07.2026;;0;0
31001223;8,69E+12;BIFA  Keks mit Shocoko  45g;;Snacks & Süßwaren;7;0,22;0,27;144;0;07.07.2026;07.07.2026;;0;0
31001224;8,69E+12;BIFA  Keks mit Pistachio  45g;;Snacks & Süßwaren;7;0,23;0,29;144;0;07.07.2026;07.07.2026;;0;0
31001225;8,69E+12;BIFA  Roll Cake mit Cocoa  50g;;Snacks & Süßwaren;7;0,24;0,3;144;0;07.07.2026;07.07.2026;;0;0
31001226;8,69E+12;BIFA  Roll Cake mit Strawberry  50g;;Snacks & Süßwaren;7;0,24;0,3;144;0;07.07.2026;07.07.2026;;0;0
31001227;8,69E+12;BIFA  Roll Cake Black & White  50g;;Snacks & Süßwaren;7;0,24;0,3;144;0;07.07.2026;07.07.2026;;0;0
31001228;8,69E+12;BIFA  Richy Koala Cake  55g;;Snacks & Süßwaren;7;0,24;0,3;144;0;07.07.2026;07.07.2026;;0;0
31001229;8,69E+12;BIFA  Thinster Wafer Cocoa Cream  142g;;Snacks & Süßwaren;7;0,59;0,71;20;0;07.07.2026;07.07.2026;;0;0
31001230;8,69E+12;BIFA  Thinster Wafer Hazelnut Cream  142g;;Snacks & Süßwaren;7;0,59;0,71;20;0;07.07.2026;07.07.2026;;0;0
31001231;8,69E+12;BIFA  Thinster Wafer F.Fruits Cream  142g;;Snacks & Süßwaren;7;0,59;0,71;20;0;07.07.2026;07.07.2026;;0;0
31001232;8,69E+12;BIFA  Thinster Wafer Strawberry Cream  142g;;Snacks & Süßwaren;7;0,59;0,71;20;0;07.07.2026;07.07.2026;;0;0
31001233;8,69E+12;BIFA  Full Top Cake mit Coconut  216g;;Snacks & Süßwaren;7;0,59;0,71;60;0;07.07.2026;07.07.2026;;0;0
31001234;8,69E+12;BIFA  Dadey Biscuits Cake  216g;;Snacks & Süßwaren;7;0,59;0,71;60;0;07.07.2026;07.07.2026;;0;0
31001235;4,26E+12;AYFIT  Ayran  250ml;;Molkerei;7;5,2;6,2;68;0;07.07.2026;07.07.2026;;0;0
31001236;8,69E+12;BIFA  Dolcero Cocoa Milk Souffle  50g;;Snacks & Süßwaren;7;0,25;0,31;144;0;07.07.2026;07.07.2026;;0;0
31001237;8,69E+12;BIFA  Finger Biscuits  780g;;Snacks & Süßwaren;7;1,69;2,05;36;0;07.07.2026;07.07.2026;;0;0
31001238;8,69E+12;BIFA  Petibeurre Biscuits  800g;;Snacks & Süßwaren;7;1,69;2,05;36;0;07.07.2026;07.07.2026;;0;0
31001239;8,69E+12;BIFA  Vanilla Sandwich Biscuit  240g;;Snacks & Süßwaren;7;1,02;1,27;12;0;07.07.2026;07.07.2026;;0;0
31001240;8,69E+12;BIFA  Banana Sandwich Biscuit  240g;;Snacks & Süßwaren;7;1,02;1,27;12;0;07.07.2026;07.07.2026;;0;0
31001241;8,69E+12;BIFA  Strawberry Sandwich Biscuit  240g;;Snacks & Süßwaren;7;1,02;1,27;12;0;07.07.2026;07.07.2026;;0;0
31001242;8,69E+12;BIFA  Cocoa Sandwich Biscuit  240g;;Snacks & Süßwaren;7;1,02;1,27;12;0;07.07.2026;07.07.2026;;0;0
31001243;8,69E+12;BIFA  Cocoa Bakers Mosaic Biscuit  240g;;Snacks & Süßwaren;7;0,99;1,23;18;0;07.07.2026;07.07.2026;;0;0
31001244;8,69E+12;BIFA  Tatkek Fruit Baton Cake  220g;;Snacks & Süßwaren;7;0,89;1,09;24;0;07.07.2026;07.07.2026;;0;0
31001245;8,69E+12;BIFA  Tatkek Mozaik Baton Cake  220g;;Snacks & Süßwaren;7;0,89;1,09;24;0;07.07.2026;07.07.2026;;0;0
31001246;8,69E+12;BIFA  Wafers With Banana  400g;;Snacks & Süßwaren;7;0,99;1,23;24;0;07.07.2026;07.07.2026;;0;0
31001247;8,69E+12;BIFA  Sesame Biscuits  70g;;Snacks & Süßwaren;7;0,26;0,32;144;0;07.07.2026;07.07.2026;;0;0
31001248;8,69E+12;BIFA  Vanilla Cream Biscuit  60g;;Snacks & Süßwaren;7;0,26;0,32;144;0;07.07.2026;07.07.2026;;0;0
31001249;8,69E+12;BIFA  Cocoa Milk Cake Biscuit Drops  80g;;Snacks & Süßwaren;7;0,33;0,41;144;0;07.07.2026;07.07.2026;;0;0
31001250;8,69E+12;BIFA  Mosaic Biscuit Cocoa Cream  80g;;Snacks & Süßwaren;7;0,33;0,41;144;0;07.07.2026;07.07.2026;;0;0
31001251;8,69E+12;BIFA  2000 Sandwich Pistachio  230g;;Snacks & Süßwaren;7;0,75;0,93;72;0;07.07.2026;07.07.2026;;0;0
31001252;8,68E+12;MR. HOOT  Rocks Lollii (Stand)  25g;;Snacks & Süßwaren;7;0,28;0,35;100;0;07.07.2026;07.07.2026;;0;0
31001253;8,68E+12;MR. HOOT  Fingers Whirly Lollipop (Stand) 30g;;Snacks & Süßwaren;7;0,28;0,35;100;0;07.07.2026;07.07.2026;;0;0
31001254;8,68E+12;MR. HOOT  Fusion Straw Lollipop Display  30g;;Snacks & Süßwaren;7;0,6;0,75;80;0;07.07.2026;07.07.2026;;0;0
31001255;8,68E+12;MR. HOOT  Sweet Burger Toy Candy  20g;;Snacks & Süßwaren;7;0,61;0,76;18;0;07.07.2026;07.07.2026;;0;0
31001256;8,68E+12;MR. HOOT  Whirly Lollipop Display Box  30g;8,68E+12;Snacks & Süßwaren;7;0,31;0,38;128;0;07.07.2026;07.07.2026;;0;0
31001257;8,68E+12;MR. HOOT  Ice Cream Lolli  30g;;Snacks & Süßwaren;7;0,5;0,62;24;0;07.07.2026;07.07.2026;;0;0
31001258;8,68E+12;MR. HOOT  Twist Burst Candy Gel  30g;;Snacks & Süßwaren;7;0,54;0,67;24;0;07.07.2026;07.07.2026;;0;0
31001259;8,68E+12;Snoepie Schnuller Emzik Hard Candy  35g;;Snacks & Süßwaren;7;0,48;0,6;120;0;07.07.2026;07.07.2026;;0;0
31001260;9008;BEBETO  Karton Baza  180g Jelly / 250g M.Mallow;;Snacks & Süßwaren;19;0,01;0,01;1;0;07.07.2026;07.07.2026;;0;0
31001261;8,69E+12;BEBETO  Freeze Crunchy - Watermelon  35g;;Snacks & Süßwaren;7;0,65;0,79;40;0;07.07.2026;07.07.2026;;0;0
31001262;8,69E+12;BEBETO  Freeze Crunchy - Peach Rings  35g;;Snacks & Süßwaren;7;0,65;0,79;40;0;07.07.2026;07.07.2026;;0;0
31001263;;Paprika Kapya / Kapya Biberi - 6kg;;Gemüse;7;15;0;0;0;08.07.2026;08.07.2026;;0;0
31001264;;Kilcik;;Gemüse;7;16,5;0;0;0;08.07.2026;08.07.2026;;0;0
31001265;;Cin Biber;;Gemüse;7;18,75;0;0;0;08.07.2026;08.07.2026;;0;0
31001266;;Wassermelone  Marok;;Obst;7;0;0;393;0;09.07.2026;09.07.2026;;0;0
31001267;;Lauch / Porree;;Gemüse;7;10;0;5;0;09.07.2026;09.07.2026;;0;0
31001268;;;;;19;0;0;0;0;;;;0;0
31001269;;Brokkoli;;Gemüse;7;0;0;20;0;10.07.2026;10.07.2026;;0;0
31001270;;Kirsche;;Obst;7;21;0;3;0;10.07.2026;10.07.2026;;0;0
31001271;4,26E+12;FRESA/FRESHER - C Plus - 24x 0,2L;8,69E+12;Getränke;19;0;0;22;0;10.07.2026;10.07.2026;PFAND Glasflasche 24x0,03 Euro - 0,72 Euro;1670;0
31001272;4,26E+12;FRESA/FRESHER - Waldfrucht - 24x0,2L;8,69E+12;Getränke;19;0;0;25;0;10.07.2026;10.07.2026;PFAND Glasflasche 24x0,03 Euro - 0,72 Euro;1670;0
31001273;4,26E+12;FRESA/FRESHER - Mandarine - 24x0,2L;8,69E+12;Getränke;19;8,3;0;24;0;10.07.2026;10.07.2026;PFAND Glasflasche 24x0,03 Euro - 0,72 Euro;1670;0
31001274;4,26E+12;FRESA/FRESHER - Wassermelone - 24x0,2L;8,69E+12;Getränke;19;0;0;25;0;10.07.2026;10.07.2026;PFAND Glasflasche 24x0,03 Euro - 0,72 Euro;1670;0
31001275;4,26E+12;FRESA/FRESHER - Minze Zitrone - 24x0,2L;8,69E+12;Getränke;19;8,3;0;23;0;10.07.2026;10.07.2026;PFAND Glasflasche 24x0,03 Euro - 0,72 Euro;1670;0
31001276;4,05E+12;QUICK-VIT DURSTLÖSCHER Orange - 0,5L;;Getränke;19;0;5,99;97;0;10.07.2026;10.07.2026;;0;0
31001277;4,05E+12;QUICK-VIT DURSTLÖSCHER Apfel Orange Zitrone - 0,5L;;Getränke;19;0;5,99;111;0;10.07.2026;10.07.2026;;0;0
31001278;4,05E+12;QUICK-VIT DURSTLÖSCHER Maracuja-Vanille - 0,5L;;Getränke;19;0;5,99;8;0;10.07.2026;10.07.2026;;0;0
31001279;4,05E+12;QUICK-VIT DURSTLÖSCHER Sauerkirsch Zitrone - 0,5L;;Getränke;19;0;5,99;11;0;10.07.2026;10.07.2026;;0;0
31001280;4,05E+12;QUICK-VIT DURSTLÖSCHER Wassermelone - 0,5L;;Getränke;19;0;5,99;-7;0;10.07.2026;10.07.2026;;0;0
31001281;4,05E+12;QUICK-VIT DURSTLÖSCHER Multivitamin - 0,5L;;Getränke;19;0;5,99;-15;0;10.07.2026;10.07.2026;;0;0
31001282;4,05E+12;QUICK-VIT DURSTLÖSCHER Eistee Pfirsisch - 0,5L;;Getränke;19;0;5,99;0;0;10.07.2026;10.07.2026;;0;0
31001283;;YURT Ayran - 20x0,25L;;Molkerei;7;0;0;4;0;10.07.2026;10.07.2026;;0;0
31001284;;;;;19;0;0;0;0;;;;0;0
31001285;;WECO Sanitärreiniger 10L - Flüssiglösung UN 1805 Phosphorsäure;;Verpackung/Reinigungsmittel/Hygiene;19;4,89;0;0;0;10.07.2026;10.07.2026;;0;0
31001286;4,25E+12;WECO Rohrreiniger flüssig 10L;;Verpackung/Reinigungsmittel/Hygiene;19;8,39;0;0;0;10.07.2026;10.07.2026;;0;0
31001287;4,25E+12;WECO Entkalker Konzentrat - flüssig 1L - UN 1805 Phophorsäure;;Verpackung/Reinigungsmittel/Hygiene;19;0,69;0;0;0;10.07.2026;10.07.2026;;0;0
31001288;4,25E+12;WECO Gläserreiniger NUR FÜR GEWERBE! - 1L;;Verpackung/Reinigungsmittel/Hygiene;19;0,69;0;0;0;10.07.2026;10.07.2026;;0;0
31001289;;ANDU  Vannamei o/Kopf Ecuador  16/20  1kg 20%;;TK Tiefkühl;7;7,25;0;120;0;12.07.2026;12.07.2026;;0;0
